time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_D0,Current_temp_D1,Current_temp_D2,Current_temp_D3,Current_temp_D4,Current_temp_D5,Current_temp_D6,Current_temp_D7_Ableiter-/Heater,Target_temp_D0,Target_temp_D1,Target_temp_D2,Target_temp_D3,Target_temp_D4,Target_temp_D5,Target_temp_D6,Target_temp_D7_Ableiter-/Heater,kp_D0,kp_D1,kp_D2,kp_D3,kp_D4,kp_D5,kp_D6,kp_D7_Ableiter-/Heater,ki_D0,ki_D1,ki_D2,ki_D3,ki_D4,ki_D5,ki_D6,ki_D7_Ableiter-/Heater,kd_D0,kd_D1,kd_D2,kd_D3,kd_D4,kd_D5,kd_D6,kd_D7_Ableiter-/Heater,Output_D0,Output_D1,Output_D2,Output_D3,Output_D4,Output_D5,Output_D6,Output_D7_Ableiter-/Heater,BaSyTec Line.Loop_D0,BaSyTec Line.Loop_D1,BaSyTec Line.Loop_D2,BaSyTec Line.Loop_D3,BaSyTec Line.Loop_D4,BaSyTec Line.Loop_D5,BaSyTec Line.Loop_D6,BaSyTec Line.Loop_D7_Ableiter-/Heater
20250128 _172123,45685.7231852662,1738084883.20735,00:00:00,25,24.99,25,25,25,25,25,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.5,12.33,8.42,9.53,11.09,9.82,9.88,-20.5,.,.,.,.,.,.,.,.
20250128 _172124,45685.7231970023,1738084884.22119,00:00:00,25,25,25.01,25,25,24.99,25.01,24.88,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.52,12.13,10.06,12.85,13.09,10.06,9.75,2.3,.,.,.,.,.,.,.,.
20250128 _172125,45685.7232085764,1738084885.22198,00:00:00,25,25.01,25,25,25,24.99,25.01,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.53,11.88,8.37,11.02,11.2,10.11,9.72,-21.94,.,.,.,.,.,.,.,.
20250128 _172126,45685.7232202778,1738084886.23256,00:00:00,25,25.01,24.99,25,25.01,25,25,24.94,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.34,11.82,10.39,11.1,10.96,10.04,9.92,14.29,.,.,.,.,.,.,.,.
20250128 _172127,45685.723231956,1738084887.24119,00:00:00,25,25,24.99,25,25,25,24.99,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.57,14.08,10.44,11.2,11.04,7.98,12,-27.78,.,.,.,.,.,.,.,.
20250128 _172128,45685.7232436921,1738084888.25563,00:00:00,25,24.99,25,25,24.99,25,24.99,24.86,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.59,14.36,10.23,11.23,13.18,9.93,10.13,16.13,.,.,.,.,.,.,.,.
20250128 _172129,45685.7232553009,1738084889.25882,00:00:00,25,25,25,25,24.99,25,25,25.1,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.83,10.31,10.2,11.13,11.32,9.93,9.94,-12.13,.,.,.,.,.,.,.,.
20250128 _172130,45685.7232670949,1738084890.27797,00:00:00,25,25,25,25,25,25,25.01,24.97,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.54,12.16,12.08,11.13,11.24,9.94,9.82,10.84,.,.,.,.,.,.,.,.
20250128 _172131,45685.7232786921,1738084891.27996,00:00:00,25.01,25,24.99,25,25,25,25.01,25.09,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.64,12.02,10.56,11.12,11.26,9.82,9.79,-28.05,.,.,.,.,.,.,.,.
20250128 _172132,45685.7232903125,1738084892.28391,00:00:00,25.01,25,24.99,25,25,25,25,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.29,12.11,10.52,11,11.15,9.79,10,16.27,.,.,.,.,.,.,.,.
20250128 _172133,45685.7233019097,1738084893.2859,00:00:00,25.01,24.99,25.01,25,25,25,24.99,25.12,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.23,12.37,8.43,12.8,11.15,10,10.15,-14.01,.,.,.,.,.,.,.,.
20250128 _172134,45685.7233136806,1738084894.30258,00:00:00,25,24.99,25.01,24.99,25,24.99,25,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.41,12.42,10.15,11.31,11.26,10.15,10.07,8.87,.,.,.,.,.,.,.,.
20250128 _172135,45685.7233254051,1738084895.31598,00:00:00,25,25,25,24.99,25,25,25.01,25.06,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.52,12.34,11.99,11.34,11.16,10.08,9.85,-21.57,.,.,.,.,.,.,.,.
20250128 _172136,45685.7233370255,1738084896.31961,00:00:00,25,25.01,24.99,25,25,25,25.01,24.9,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.54,10.05,10.58,11.29,13.05,9.88,9.82,19.83,.,.,.,.,.,.,.,.
20250128 _172137,45685.7233486111,1738084897.32031,00:00:00,25,25.01,24.99,25,25.01,25,25,25.16,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.55,11.93,10.64,11.19,11.12,9.97,9.91,-32.17,.,.,.,.,.,.,.,.
20250128 _172138,45685.7233603588,1738084898.33506,00:00:00,24.99,25,25,25,25,25,25,24.84,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.46,12.14,10.46,11.19,11.23,9.97,10.04,15.08,.,.,.,.,.,.,.,.
20250128 _172139,45685.7233720602,1738084899.34665,00:00:00,24.99,24.99,25.01,25,25,25,25,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.71,12.4,10.2,9.48,13.14,9.86,9.95,-9.02,.,.,.,.,.,.,.,.
20250128 _172140,45685.7233838079,1738084900.36192,00:00:00,25,25,25.01,25,25,25,25,24.97,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.63,12.33,10.03,11.19,11.13,9.84,9.94,15.91,.,.,.,.,.,.,.,.
20250128 _172141,45685.7233953935,1738084901.36276,00:00:00,25,25,25,25,25,25,25.01,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.53,12.22,12.1,11.06,11.13,9.81,9.8,-35.64,.,.,.,.,.,.,.,.
20250128 _172142,45685.7234071296,1738084902.37639,00:00:00,25,25.01,24.99,25,25,25,25,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.52,10.03,10.46,9.32,11.12,9.9,9.88,20.84,.,.,.,.,.,.,.,.
20250128 _172143,45685.7234188542,1738084903.3894,00:00:00,25,25,24.99,25,25,24.99,24.99,25.16,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.51,12.03,10.52,12.83,11.11,12.07,10.13,-24.52,.,.,.,.,.,.,.,.
20250128 _172144,45685.723430463,1738084904.39236,00:00:00,25,25,25,25,25,24.99,24.99,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.51,12.26,10.31,11.1,11.1,10.2,10.18,11.53,.,.,.,.,.,.,.,.
20250128 _172145,45685.7234421759,1738084905.40494,00:00:00,25,25,25.01,25,25,25,25,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.63,12.29,10.15,11.22,12.99,9.91,9.99,-6.45,.,.,.,.,.,.,.,.
20250128 _172146,45685.723453912,1738084906.41816,00:00:00,25,25,25,25,25,25.01,25.01,24.96,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.44,12.2,10.23,11.11,11.06,9.78,9.86,15.78,.,.,.,.,.,.,.,.
20250128 _172147,45685.7234656713,1738084907.43408,00:00:00,25,25.01,25,25,25,25,25.01,25.09,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.53,11.96,10.34,11.11,11.19,9.84,9.83,-29.93,.,.,.,.,.,.,.,.
20250128 _172148,45685.7234773611,1738084908.44425,00:00:00,25.01,25.01,24.99,25,25,25,25.01,24.88,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.28,11.89,10.62,11.11,11.22,10.04,9.79,19.29,.,.,.,.,.,.,.,.
20250128 _172149,45685.7234890856,1738084909.45759,00:00:00,25.01,25,25,25,25,24.99,25,25.15,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.11,12.08,10.3,11,9.24,10.18,9.99,-25.69,.,.,.,.,.,.,.,.
20250128 _172150,45685.723500787,1738084910.46848,00:00:00,25,25,25,25,25,25,24.99,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.4,12.21,10.28,10.97,11.13,8.18,10.13,14.75,.,.,.,.,.,.,.,.
20250128 _172151,45685.7235124074,1738084911.47285,00:00:00,25,25,25.01,25,25,25,25,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.52,12.25,10.12,11.17,11.12,10.01,8.13,-13.77,.,.,.,.,.,.,.,.
20250128 _172152,45685.7235241435,1738084912.4866,00:00:00,25,25,25,24.99,25,25,25.01,24.91,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.62,12.03,10.19,11.31,11.11,9.88,9.82,0.97,.,.,.,.,.,.,.,.
20250128 _172153,45685.7235357176,1738084913.48644,00:00:00,25,25.01,25,24.99,25.01,25,25.01,25.04,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.42,11.89,10.29,13.05,10.98,9.86,9.79,-20.78,.,.,.,.,.,.,.,.
20250128 _172154,45685.7235473148,1738084914.48829,00:00:00,25,25,24.99,25,25.01,25,25,24.91,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.41,11.95,10.43,11.16,10.94,9.84,9.88,17.63,.,.,.,.,.,.,.,.
20250128 _172155,45685.7235590509,1738084915.50291,00:00:00,25,25,25,25,25,25.01,24.99,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.53,12.05,10.35,11.02,11.16,9.68,10.11,-26.19,.,.,.,.,.,.,.,.
20250128 _172156,45685.7235706482,1738084916.50418,00:00:00,25,25,25.01,25,24.99,25,25,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.43,12.17,10.11,10.99,11.32,9.74,9.92,15.32,.,.,.,.,.,.,.,.
20250128 _172157,45685.7235824769,1738084917.5261,00:00:00,25,25,25.01,25,25,25,25.01,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.43,12.07,10.05,11.18,11.25,9.96,9.79,-14.75,.,.,.,.,.,.,.,.
20250128 _172158,45685.7235942245,1738084918.54191,00:00:00,25,25,25,24.99,25.01,24.99,25.01,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.54,12.08,10.26,11.31,11.02,10.09,9.64,5.92,.,.,.,.,.,.,.,.
20250128 _172159,45685.7236059259,1738084919.55224,00:00:00,25,25,24.99,25,25.01,25,25,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.55,12.22,10.4,11.25,10.99,10.03,9.81,-15.28,.,.,.,.,.,.,.,.
20250128 _172200,45685.723617662,1738084920.56632,00:00:00,25,25,25,25,25,25,25,24.94,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.44,12.26,10.32,11.04,11.2,9.82,9.92,14.48,.,.,.,.,.,.,.,.
20250128 _172201,45685.723629375,1738084921.57895,00:00:00,25,25.01,25,25,25,25,24.99,25.09,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.43,12.02,10.2,11.01,11.23,9.8,10.07,-21.58,.,.,.,.,.,.,.,.
20250128 _172202,45685.7236411227,1738084922.59329,00:00:00,25,25.01,25.01,25,25,25,25,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.4,11.72,9.91,10.97,11.13,10,8.07,14.3,.,.,.,.,.,.,.,.
20250128 _172203,45685.7236527083,1738084923.59467,00:00:00,25,25.01,25,25,25.01,24.99,25.01,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.38,11.76,10.08,11.05,10.99,10.14,9.76,-20.35,.,.,.,.,.,.,.,.
20250128 _172204,45685.7236645833,1738084924.62044,00:00:00,25.01,24.99,24.99,24.99,25.01,25,25.01,24.9,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.25,12.22,10.32,12.98,10.95,9.96,9.59,4.53,.,.,.,.,.,.,.,.
20250128 _172205,45685.7236762963,1738084925.63203,00:00:00,25,24.99,24.99,25,25,25.01,25,25.03,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.23,12.39,10.35,9.5,11.16,7.91,9.66,-16.4,.,.,.,.,.,.,.,.
20250128 _172206,45685.7236879051,1738084926.63552,00:00:00,25,25,25.01,25,24.99,25.01,25,24.93,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.32,12.23,10.02,11,11.31,9.69,9.88,15.5,.,.,.,.,.,.,.,.
20250128 _172207,45685.723699537,1738084927.64058,00:00:00,25,25.01,25.01,25.01,25,25,25,25.12,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.3,11.87,9.84,10.73,9.24,9.74,9.9,-23.23,.,.,.,.,.,.,.,.
20250128 _172208,45685.7237111111,1738084928.64012,00:00:00,25,25.01,25,25,25.01,25,25,24.88,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.42,9.73,9.88,10.88,8.97,8.02,9.8,13.61,.,.,.,.,.,.,.,.
20250128 _172209,45685.7237228356,1738084929.65315,00:00:00,25,25,24.99,25,25.01,25,25.01,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.32,13.91,10.23,11.09,10.93,9.97,9.54,-8.22,.,.,.,.,.,.,.,.
20250128 _172210,45685.7237345486,1738084930.66541,00:00:00,25.01,24.99,24.99,25,25,25,25.01,24.97,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.2,12.22,10.39,11.11,13.03,9.99,9.61,14.39,.,.,.,.,.,.,.,.
20250128 _172211,45685.7237462616,1738084931.67748,00:00:00,25.01,24.99,24.99,25,25,25.01,25,25.09,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.17,12.28,10.34,11.02,11.16,9.77,9.81,-27.35,.,.,.,.,.,.,.,.
20250128 _172212,45685.7237579745,1738084932.68944,00:00:00,25,25,25.01,25,25.01,25.01,25,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.25,11.96,10,10.88,11.06,9.62,9.83,19.67,.,.,.,.,.,.,.,.
20250128 _172213,45685.7237695718,1738084933.69112,00:00:00,24.99,25.01,25.01,25,25.01,25,24.99,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.41,11.67,9.82,10.96,10.79,7.83,9.98,-21.92,.,.,.,.,.,.,.,.
20250128 _172214,45685.7237811806,1738084934.69458,00:00:00,24.99,25.01,25,24.99,25.01,25,25,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.58,11.7,9.99,11.2,10.84,9.89,9.91,-5.67,.,.,.,.,.,.,.,.
20250128 _172215,45685.7237927662,1738084935.69579,00:00:00,25,25,24.99,24.99,25,24.99,25,25.06,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.38,13.97,12.12,11.24,11.05,10.02,9.81,-31.43,.,.,.,.,.,.,.,.
20250128 _172216,45685.7238044907,1738084936.70814,00:00:00,25.01,24.98,24.99,25,24.99,25,25.01,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.24,12.44,10.41,11.06,11.2,9.95,9.68,22.52,.,.,.,.,.,.,.,.
20250128 _172217,45685.7238162269,1738084937.72232,00:00:00,25.01,24.99,24.99,25,25,25,25,25.16,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.19,12.44,10.35,10.93,11.13,9.73,9.76,-39.06,.,.,.,.,.,.,.,.
20250128 _172218,45685.7238279745,1738084938.73712,00:00:00,25,25,25.01,25,25.01,25.01,24.99,24.82,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.39,12.13,10,11.01,10.89,11.51,10.01,24.76,.,.,.,.,.,.,.,.
20250128 _172219,45685.7238397106,1738084939.75104,00:00:00,24.99,25.01,25.01,24.99,25,25,24.99,25.17,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.54,11.74,9.95,9.41,10.97,9.88,10.05,-26.95,.,.,.,.,.,.,.,.
20250128 _172220,45685.7238513194,1738084940.75463,00:00:00,25,25.01,25,24.99,24.99,24.99,25,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.48,11.79,10.16,11.39,11.22,10.03,9.85,-2.75,.,.,.,.,.,.,.,.
20250128 _172221,45685.7238630208,1738084941.76507,00:00:00,25,25,24.99,24.99,24.99,25,25.01,25.03,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.38,12,8.52,11.33,11.38,9.96,9.6,-31.78,.,.,.,.,.,.,.,.
20250128 _172222,45685.7238747801,1738084942.7815,00:00:00,25,25,24.99,25,24.99,25,25.01,24.91,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.37,12.14,10.34,11.14,11.32,9.86,9.54,17.6,.,.,.,.,.,.,.,.
20250128 _172223,45685.7238863657,1738084943.78251,00:00:00,25,24.99,25.01,25,25.01,25.01,25,25.12,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.36,14.24,8.24,11.01,10.99,7.8,9.84,-35.4,.,.,.,.,.,.,.,.
20250128 _172224,45685.723897963,1738084944.78433,00:00:00,25.01,25,25.01,25,25,25,24.99,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.25,12.22,9.96,10.98,10.96,9.7,9.97,22.27,.,.,.,.,.,.,.,.
20250128 _172225,45685.7239095833,1738084945.7887,00:00:00,25.01,25,25,25,25,24.99,24.99,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.13,11.99,10.02,12.89,11.17,11.86,10.02,-26.79,.,.,.,.,.,.,.,.
20250128 _172226,45685.7239212616,1738084946.7978,00:00:00,25,25.01,24.99,24.99,25,24.99,25,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.31,9.92,10.25,11.31,9.29,10.07,9.83,8.4,.,.,.,.,.,.,.,.
20250128 _172227,45685.7239328704,1738084947.80013,00:00:00,25,25,24.99,25,25,25,25.01,25.07,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.42,11.93,10.43,11.25,11.22,10.01,9.69,-29.05,.,.,.,.,.,.,.,.
