time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_D0,Current_temp_D1,Current_temp_D2,Current_temp_D3,Current_temp_D4,Current_temp_D5,Current_temp_D6,Current_temp_D7_Ableiter-/Heater,Target_temp_D0,Target_temp_D1,Target_temp_D2,Target_temp_D3,Target_temp_D4,Target_temp_D5,Target_temp_D6,Target_temp_D7_Ableiter-/Heater,kp_D0,kp_D1,kp_D2,kp_D3,kp_D4,kp_D5,kp_D6,kp_D7_Ableiter-/Heater,ki_D0,ki_D1,ki_D2,ki_D3,ki_D4,ki_D5,ki_D6,ki_D7_Ableiter-/Heater,kd_D0,kd_D1,kd_D2,kd_D3,kd_D4,kd_D5,kd_D6,kd_D7_Ableiter-/Heater,Output_D0,Output_D1,Output_D2,Output_D3,Output_D4,Output_D5,Output_D6,Output_D7_Ableiter-/Heater,BaSyTec Line.Loop_D0,BaSyTec Line.Loop_D1,BaSyTec Line.Loop_D2,BaSyTec Line.Loop_D3,BaSyTec Line.Loop_D4,BaSyTec Line.Loop_D5,BaSyTec Line.Loop_D6,BaSyTec Line.Loop_D7_Ableiter-/Heater
20250128 _175129,45685.7440936111,1738086689.68858,00:00:00,25,25,24.99,25.01,24.99,25,24.98,25.19,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.79,10.51,10.61,11.15,11.64,10.3,10.84,-54.25,.,.,.,.,.,.,.,.
20250128 _175130,45685.7441052083,1738086690.69034,00:00:00,24.99,25.01,24.99,25.01,25,25,24.99,25.32,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.02,12.31,10.64,11.11,11.55,8.24,10.79,-53.89,.,.,.,.,.,.,.,.
20250128 _175131,45685.7441168171,1738086691.69304,00:00:00,24.99,25,24.99,25,25.01,25,25.01,24.7,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.08,12.39,10.68,13.11,11.31,10.06,8.57,19.95,.,.,.,.,.,.,.,.
20250128 _175132,45685.7441285764,1738086692.70924,00:00:00,25,25,25,24.99,25.01,25,25.01,25.25,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.02,12.62,10.46,11.53,11.14,10.15,10.24,-31.04,.,.,.,.,.,.,.,.
20250128 _175133,45685.7441402662,1738086693.71931,00:00:00,25.01,24.99,25.01,25,25,24.99,25.01,24.8,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.57,12.78,10.32,11.47,13.35,12.22,10.17,-8.01,.,.,.,.,.,.,.,.
20250128 _175134,45685.7441518634,1738086694.72161,00:00:00,25.01,25,25,25,24.99,25,25,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.74,12.58,8.61,11.26,11.6,8.39,10.47,-1.28,.,.,.,.,.,.,.,.
20250128 _175135,45685.7441637268,1738086695.74698,00:00:00,25,25.01,25,25,25,25.01,24.99,25.05,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.94,12.33,10.63,11.23,11.53,9.99,10.73,-37.04,.,.,.,.,.,.,.,.
20250128 _175136,45685.7441754051,1738086696.75508,00:00:00,25,25.01,25,25,25.01,25.01,24.99,25.31,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.96,12.29,10.54,11.31,11.3,9.96,10.66,-63.98,.,.,.,.,.,.,.,.
20250128 _175137,45685.7441869907,1738086697.75657,00:00:00,25,25,25,24.99,25.01,25,25,24.68,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.98,12.5,10.56,11.54,11.27,10.15,10.47,38.28,.,.,.,.,.,.,.,.
20250128 _175138,45685.7441986343,1738086698.76286,00:00:00,25,24.99,25,25,25,25,25.01,25.32,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,9.22,14.7,10.44,11.48,11.36,10.27,10.23,-52.97,.,.,.,.,.,.,.,.
20250128 _175139,45685.7442102431,1738086699.76518,00:00:00,24.99,25,25,25.01,24.99,25,25,24.7,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.15,12.68,10.54,11.15,11.61,10.31,10.4,18.86,.,.,.,.,.,.,.,.
20250128 _175140,45685.7442219907,1738086700.78032,00:00:00,24.99,25,25,25.01,24.99,25,25,25.18,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.99,12.44,10.55,11.09,11.66,10.1,10.51,-1.66,.,.,.,.,.,.,.,.
20250128 _175141,45685.7442338773,1738086701.80741,00:00:00,25.01,25,24.99,25,25,25.01,25,24.88,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.88,12.42,10.7,11.27,11.46,9.95,10.54,-6.38,.,.,.,.,.,.,.,.
20250128 _175142,45685.7442454977,1738086702.81186,00:00:00,25.01,25,25,25,25.01,25,25,25.24,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.73,12.52,10.61,11.37,11.32,11.98,10.55,-57.89,.,.,.,.,.,.,.,.
20250128 _175143,45685.7442572454,1738086703.82633,00:00:00,25.01,24.99,25.01,24.99,25.01,25,25,24.73,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.56,12.78,10.37,11.52,11.28,10.25,10.57,43.33,.,.,.,.,.,.,.,.
20250128 _175144,45685.7442689583,1738086704.83847,00:00:00,25,25,25,25,25,25,25,25.3,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.97,12.71,12.19,11.46,11.49,10.28,10.59,-48.14,.,.,.,.,.,.,.,.
20250128 _175145,45685.7442806944,1738086705.85267,00:00:00,25,25,25,25,24.99,25,24.99,24.71,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.99,12.48,12.29,11.26,11.64,10.08,10.73,36.11,.,.,.,.,.,.,.,.
20250128 _175146,45685.7442922917,1738086706.85483,00:00:00,25,25.01,25,25,25,25,25,25.27,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.01,12.31,10.53,11.22,11.56,11.86,10.66,-26.34,.,.,.,.,.,.,.,.
20250128 _175147,45685.7443039699,1738086707.8639,00:00:00,24.99,25,25,25,25.01,25,25.01,24.76,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.14,12.37,10.56,13.12,11.32,10.12,10.45,17.69,.,.,.,.,.,.,.,.
20250128 _175148,45685.7443156018,1738086708.86896,00:00:00,24.99,25,25,24.99,25.01,25,25.01,25.03,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.29,12.48,10.45,11.53,11.18,10.23,10.18,-28.7,.,.,.,.,.,.,.,.
20250128 _175149,45685.7443271991,1738086709.871,00:00:00,25,25,25.01,24.99,25,24.99,25.01,24.91,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.13,12.61,10.3,11.58,11.36,10.38,10.21,36.28,.,.,.,.,.,.,.,.
20250128 _175150,45685.7443389468,1738086710.88542,00:00:00,25.01,25,25,25,24.99,25,25,25.25,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.91,12.64,12.28,9.58,11.6,10.21,10.51,-58.64,.,.,.,.,.,.,.,.
20250128 _175151,45685.744350544,1738086711.88723,00:00:00,25.01,25,24.99,25,24.99,25.01,24.99,24.73,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.75,12.55,10.62,11.26,11.65,8.16,10.66,43.92,.,.,.,.,.,.,.,.
20250128 _175152,45685.7443621296,1738086712.88855,00:00:00,25.01,25.01,24.99,25,25,25,25,25.31,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.67,12.28,10.64,11.22,11.44,10.04,10.61,-49.94,.,.,.,.,.,.,.,.
20250128 _175153,45685.7443737269,1738086713.89023,00:00:00,25.01,25,25,25,25.01,25,25.01,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.86,12.37,10.54,11.42,11.19,10.24,10.39,-9.18,.,.,.,.,.,.,.,.
20250128 _175154,45685.7443854167,1738086714.90097,00:00:00,25,25,25,25,25.01,25,25.01,24.94,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.98,12.47,10.55,9.76,11.24,10.28,10.1,-31.97,.,.,.,.,.,.,.,.
20250128 _175155,45685.7443971991,1738086715.91855,00:00:00,24.99,25,24.99,25,25,25,25.01,24.98,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.11,12.61,10.68,11.37,11.33,10.19,10.25,18.52,.,.,.,.,.,.,.,.
20250128 _175156,45685.7444088773,1738086716.92793,00:00:00,24.99,25,25,25.01,24.99,25.01,24.99,25.12,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.16,12.65,8.83,11.12,11.59,9.95,10.57,-53.01,.,.,.,.,.,.,.,.
20250128 _175157,45685.7444207176,1738086717.95041,00:00:00,25,25,25.01,25,25,25,24.99,24.77,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.09,12.56,8.61,13,11.52,10.01,10.75,44.73,.,.,.,.,.,.,.,.
20250128 _175158,45685.7444324653,1738086718.96553,00:00:00,25.01,25.01,25,25,25.01,25,25,25.3,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.96,12.29,12.21,11.39,11.29,10.22,10.58,-60.99,.,.,.,.,.,.,.,.
20250128 _175159,45685.7444440509,1738086719.966,00:00:00,25.01,25.01,25,25,25.01,24.99,25.01,25.27,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.7,12.25,10.42,11.41,11.14,10.35,10.35,-37.21,.,.,.,.,.,.,.,.
20250128 _175200,45685.744455787,1738086720.98056,00:00:00,25,25,25,25,25,25,25.01,24.78,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.87,12.45,10.53,11.43,11.33,10.28,10.3,-1.6,.,.,.,.,.,.,.,.
20250128 _175201,45685.7444674884,1738086721.99171,00:00:00,25,25,25,25,24.99,25,25,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.99,12.59,10.54,11.46,11.58,10.2,10.49,-7.9,.,.,.,.,.,.,.,.
20250128 _175203,45685.7444792361,1738086723.00643,00:00:00,24.99,24.99,24.99,25,25,25.01,24.99,24.94,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.13,12.75,10.68,11.26,11.51,9.98,12.59,-30.96,.,.,.,.,.,.,.,.
20250128 _175204,45685.7444908218,1738086724.00738,00:00:00,25,25,25,25.01,25.01,25,24.99,24.98,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.06,12.68,10.6,11.1,11.28,10.05,10.7,17.74,.,.,.,.,.,.,.,.
20250128 _175205,45685.7445024074,1738086725.00842,00:00:00,25,25,25.01,25,25.01,25,25,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.08,14.52,10.37,13.09,13.14,10.26,10.49,-55.81,.,.,.,.,.,.,.,.
20250128 _175206,45685.7445140972,1738086726.01855,00:00:00,25.01,25.01,25.01,25,25,25,25.01,25.33,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.86,12.32,10.33,11.39,11.32,10.27,10.25,-58.14,.,.,.,.,.,.,.,.
20250128 _175207,45685.7445256829,1738086727.01907,00:00:00,25.01,25,25,24.99,24.99,25,25.01,24.68,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.81,12.39,10.53,11.54,11.56,10.19,10.3,27.95,.,.,.,.,.,.,.,.
20250128 _175208,45685.7445374074,1738086728.0321,00:00:00,25,25,24.99,25,25,25,25,25.28,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.89,12.49,10.65,11.36,11.48,11.89,10.5,-37.56,.,.,.,.,.,.,.,.
20250128 _175209,45685.7445490162,1738086729.03592,00:00:00,25,25,25,25,25.01,25,24.99,24.77,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.02,12.61,10.56,11.23,11.25,10.02,10.64,-1.14,.,.,.,.,.,.,.,.
20250128 _175210,45685.7445607755,1738086730.05131,00:00:00,24.99,25,25,25,25.01,25,25,25.15,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.17,12.64,10.45,11.19,9.18,10.22,10.56,-10.49,.,.,.,.,.,.,.,.
20250128 _175211,45685.7445724884,1738086731.06321,00:00:00,25,25,25,24.99,25,25,25,24.93,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.99,12.56,10.43,13.2,11.4,10.25,10.45,-30.3,.,.,.,.,.,.,.,.
20250128 _175212,45685.7445841898,1738086732.0749,00:00:00,25,25,25,24.99,24.99,25,25,25.22,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.99,12.43,10.54,11.53,11.53,10.28,10.44,-63.55,.,.,.,.,.,.,.,.
20250128 _175213,45685.7445957986,1738086733.07761,00:00:00,25.01,25,25,25,25,25,25,24.74,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.85,12.39,10.56,11.46,9.56,10.19,12.37,49.06,.,.,.,.,.,.,.,.
20250128 _175214,45685.744607419,1738086734.08152,00:00:00,25,25,25,25.01,25,25.01,25,25.33,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.05,12.5,8.79,11.24,11.37,9.97,10.57,-58.53,.,.,.,.,.,.,.,.
20250128 _175215,45685.7446191088,1738086735.09155,00:00:00,25,24.99,25,25,25.01,25,25,24.68,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,9.31,12.76,10.46,11.18,13.14,10.04,10.59,27.83,.,.,.,.,.,.,.,.
20250128 _175216,45685.7446308333,1738086736.10453,00:00:00,25,25,25,25,25,25,25,25.28,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,9.22,12.67,12.35,11.27,11.32,10.24,10.61,-39.26,.,.,.,.,.,.,.,.
20250128 _175217,45685.7446424074,1738086737.10468,00:00:00,25.01,25,24.99,25,25,25,24.99,24.76,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.88,12.44,10.69,9.69,11.44,10.27,10.74,0.7,.,.,.,.,.,.,.,.
20250128 _175218,45685.7446539931,1738086738.10587,00:00:00,25,25.01,24.99,24.99,24.99,25,24.99,25.06,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.97,14.23,10.71,11.52,11.58,8.36,10.78,-50.75,.,.,.,.,.,.,.,.
20250128 _175219,45685.744665625,1738086739.11095,00:00:00,25,25,25,25,25,25.01,25,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.96,12.36,10.62,11.45,11.51,9.96,10.71,34.82,.,.,.,.,.,.,.,.
20250128 _175220,45685.7446772685,1738086740.11667,00:00:00,24.99,25,25,25,25.01,25,25.01,25.22,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.21,12.61,10.49,11.35,11.27,11.84,10.48,-65.39,.,.,.,.,.,.,.,.
20250128 _175221,45685.7446888542,1738086741.11718,00:00:00,24.99,24.99,25,25,25.01,25,25.01,24.73,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.26,12.77,10.46,11.22,11.24,10.21,10.31,49.59,.,.,.,.,.,.,.,.
20250128 _175222,45685.7447004514,1738086742.11981,00:00:00,25,25,25,25,24.99,25,25.01,24.73,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.07,12.7,10.57,13.01,11.46,10.24,10.26,12.06,.,.,.,.,.,.,.,.
20250128 _175223,45685.744712037,1738086743.12092,00:00:00,25.01,25,25,25,24.99,24.99,25,25.2,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.82,12.46,10.58,11.41,11.72,10.27,12.27,-22.11,.,.,.,.,.,.,.,.
20250128 _175224,45685.7447237269,1738086744.13061,00:00:00,25.01,25,24.99,24.99,25,25,25,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.76,12.43,10.73,11.56,9.65,8.48,10.43,-19.84,.,.,.,.,.,.,.,.
20250128 _175225,45685.7447355208,1738086745.14976,00:00:00,25,25,25,25,25,25,25,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.95,12.53,10.64,11.49,13.36,10.12,10.44,14.65,.,.,.,.,.,.,.,.
20250128 _175226,45685.7447472685,1738086746.16475,00:00:00,24.99,24.99,25.01,25,25.01,25,25,24.99,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.19,14.85,10.27,11.28,11.31,10.09,10.56,-27.91,.,.,.,.,.,.,.,.
20250128 _175227,45685.7447590162,1738086747.17915,00:00:00,24.99,25,25.01,25.01,25,25,25,24.84,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.25,12.88,12.08,9.42,11.4,8.36,8.75,37.77,.,.,.,.,.,.,.,.
20250128 _175228,45685.7447707523,1738086748.19357,00:00:00,25,25,25,25,24.99,24.99,24.99,25.22,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.18,12.67,10.49,11.43,11.65,10.42,10.73,-56.43,.,.,.,.,.,.,.,.
20250128 _175229,45685.7447823264,1738086749.1939,00:00:00,25,25,24.99,24.99,24.99,24.99,24.99,25.25,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.07,14.47,10.75,13.39,11.69,10.46,10.77,-25.75,.,.,.,.,.,.,.,.
20250128 _175230,45685.744793912,1738086750.195,00:00:00,25.01,25,24.99,24.99,25,25,25,24.78,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.93,12.5,10.82,11.63,11.61,10.28,10.58,18.38,.,.,.,.,.,.,.,.
20250128 _175231,45685.7448056019,1738086751.20465,00:00:00,25,25,25,25,25,25.01,25.01,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.01,12.74,10.65,9.62,11.5,10.04,10.33,4.25,.,.,.,.,.,.,.,.
20250128 _175232,45685.744817338,1738086752.21887,00:00:00,25,24.99,25.01,25,25.01,25,25.01,24.92,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.25,12.9,10.4,11.3,11.37,10.11,10.27,-12.32,.,.,.,.,.,.,.,.
20250128 _175233,45685.7448289699,1738086753.22348,00:00:00,24.99,25,25,25,25.01,25,25,24.98,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.31,12.7,10.47,11.38,11.33,10.32,12.39,30.14,.,.,.,.,.,.,.,.
20250128 _175234,45685.7448405671,1738086754.22507,00:00:00,25,25,25,25,25,24.99,24.99,24.73,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,11.24,12.58,12.35,11.49,11.43,10.45,10.7,45.63,.,.,.,.,.,.,.,.
