time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_B0,Current_temp_B1,Current_temp_B2,Current_temp_B3,Current_temp_B4,Current_temp_B5,Current_temp_B6,Current_temp_Ch8,Target_temp_B0,Target_temp_B1,Target_temp_B2,Target_temp_B3,Target_temp_B4,Target_temp_B5,Target_temp_B6,Target_temp_Ch8,kp_B0,kp_B1,kp_B2,kp_B3,kp_B4,kp_B5,kp_B6,kp_Ch8,ki_B0,ki_B1,ki_B2,ki_B3,ki_B4,ki_B5,ki_B6,ki_Ch8,kd_B0,kd_B1,kd_B2,kd_B3,kd_B4,kd_B5,kd_B6,kd_Ch8,Output_B0,Output_B1,Output_B2,Output_B3,Output_B4,Output_B5,Output_B6,Output_Ch8,BaSyTec Line.Loop_B0,BaSyTec Line.Loop_B1,BaSyTec Line.Loop_B2,BaSyTec Line.Loop_B3,BaSyTec Line.Loop_B4,BaSyTec Line.Loop_B5,BaSyTec Line.Loop_B6,BaSyTec Line.Loop_Ch8
20250210 _161554,45698.6777104051,1739204154.17971,00:00:00,25,25.02,25,25.01,25,24.81,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.26,6.23,7.94,6.05,8.2,20.02,6.52,0,.,.,.,.,.,.,.,.
20250210 _161555,45698.6777220486,1739204155.18595,00:00:00,25,25,25.01,25.01,24.99,24.9,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.19,7.63,7.83,5.99,8.36,2.47,8.01,0,.,.,.,.,.,.,.,.
20250210 _161556,45698.6777337153,1739204156.1938,00:00:00,25,24.98,24.99,25,25,25.22,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.19,6.88,9.16,6.2,8.28,-2.24,8.3,0,.,.,.,.,.,.,.,.
20250210 _161557,45698.6777453241,1739204157.19686,00:00:00,25,24.99,24.99,25,25.01,25.14,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.11,6.79,8.15,6.21,8.09,9.87,8.44,0,.,.,.,.,.,.,.,.
20250210 _161558,45698.677756956,1739204158.20187,00:00:00,25,25.01,25.01,25,25.01,24.81,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,6.34,6.75,6.14,7.96,18.42,8.15,0,.,.,.,.,.,.,.,.
20250210 _161559,45698.6777686343,1739204159.2102,00:00:00,25,25.01,25.01,24.99,25,24.91,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,7.55,7.84,6.3,8.05,2.22,7.99,0,.,.,.,.,.,.,.,.
20250210 _161600,45698.6777803819,1739204160.22541,00:00:00,25,24.99,24.99,24.99,25,25.21,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,6.8,8.06,6.35,8.18,-2.15,10.03,0,.,.,.,.,.,.,.,.
20250210 _161601,45698.6777920486,1739204161.23306,00:00:00,25,25,25,25.01,25,25.04,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.83,5.4,6.9,6.05,8.2,14.33,8.45,0,.,.,.,.,.,.,.,.
20250210 _161602,45698.6778036806,1739204162.23803,00:00:00,25,25.01,25.01,25.01,25,24.81,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.09,6.34,6.66,5.92,9.1,16.66,6.51,0,.,.,.,.,.,.,.,.
20250210 _161603,45698.6778153241,1739204163.2441,00:00:00,25,25.01,25.01,25,24.99,24.91,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.07,7.55,7.82,7.15,8.29,3.96,8,0,.,.,.,.,.,.,.,.
20250210 _161604,45698.6778269792,1739204164.25164,00:00:00,25,24.98,24.99,25,25,25.23,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.22,6.79,8.04,6.1,8.33,-2.48,8.29,0,.,.,.,.,.,.,.,.
20250210 _161605,45698.6778387153,1739204165.26526,00:00:00,24.98,24.99,25,25,25.01,25.06,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.49,6.71,8.01,6.1,8.01,13.63,8.44,0,.,.,.,.,.,.,.,.
20250210 _161606,45698.6778503588,1739204166.27118,00:00:00,25,25.02,25.01,25,25.02,24.77,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.06,6.24,7.76,7.22,7.86,15.86,6.39,0,.,.,.,.,.,.,.,.
20250210 _161607,45698.677862037,1739204167.28056,00:00:00,25,25.01,25.01,25,25,24.89,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,6.25,7.72,6.18,8.01,4.18,7.97,0,.,.,.,.,.,.,.,.
20250210 _161608,45698.6778736806,1739204168.2863,00:00:00,25,24.99,24.99,24.99,24.99,25.22,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.16,6.78,8.09,6.29,8.29,-2.5,8.27,0,.,.,.,.,.,.,.,.
20250210 _161609,45698.6778853472,1739204169.29448,00:00:00,25,24.99,25,25,25,25.06,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.15,6.78,7.99,6.23,8.21,13.93,8.42,0,.,.,.,.,.,.,.,.
20250210 _161610,45698.6778970139,1739204170.30228,00:00:00,25.01,25.02,25.01,25,25.01,24.77,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.04,6.23,7.66,6.24,8,17.86,8.11,0,.,.,.,.,.,.,.,.
20250210 _161611,45698.6779086343,1739204171.30658,00:00:00,25.01,25.02,25.01,25,25,24.89,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.01,6.16,7.69,6.26,8.04,4.46,7.96,0,.,.,.,.,.,.,.,.
20250210 _161612,45698.6779202662,1739204172.3113,00:00:00,25,24.99,25,24.99,25,25.21,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.22,6.67,7.9,6.36,8.09,-2.2,8.25,0,.,.,.,.,.,.,.,.
20250210 _161613,45698.6779320139,1739204173.32673,00:00:00,24.99,24.99,24.99,25,25,25.06,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.4,5.53,8,5.11,8.09,11.56,8.39,0,.,.,.,.,.,.,.,.
20250210 _161614,45698.677943669,1739204174.33326,00:00:00,24.99,25.02,25.01,25.02,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.38,6.32,7.69,5.87,8.02,17.65,8.09,0,.,.,.,.,.,.,.,.
20250210 _161615,45698.6779554977,1739204175.35571,00:00:00,25,25.01,25.01,25.01,25,24.98,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.24,6.31,7.72,5.93,9.04,0.02,8.04,0,.,.,.,.,.,.,.,.
20250210 _161616,45698.6779671528,1739204176.36296,00:00:00,25,24.99,24.99,24.99,25,25.21,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.16,7.89,7.94,6.23,8.16,-2.35,9.88,0,.,.,.,.,.,.,.,.
20250210 _161617,45698.6779787847,1739204177.36733,00:00:00,25.01,24.99,24.99,24.99,25,25.07,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.8,6.74,7.98,6.37,8.1,13.55,8.25,0,.,.,.,.,.,.,.,.
20250210 _161618,45698.6779904282,1739204178.37336,00:00:00,25.01,25.02,25.01,25.01,25,24.78,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.03,6.19,6.55,6,8.03,17.63,8.26,0,.,.,.,.,.,.,.,.
20250210 _161619,45698.6780020718,1739204179.37905,00:00:00,25,25.01,25.01,25.02,25,24.98,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.08,6.28,7.62,5.76,8.08,-0.14,10.02,0,.,.,.,.,.,.,.,.
20250210 _161620,45698.6780137384,1739204180.38745,00:00:00,24.99,24.99,24.99,25,25,25.23,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.31,6.75,9.02,6.01,8.08,0.57,8.32,0,.,.,.,.,.,.,.,.
20250210 _161621,45698.6780253356,1739204181.38987,00:00:00,24.99,24.99,24.99,24.99,25,25.07,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.08,6.72,7.92,6.26,8.01,11.33,7.99,0,.,.,.,.,.,.,.,.
20250210 _161622,45698.678036956,1739204182.39398,00:00:00,25,25.02,25.01,24.99,25.01,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.22,6.18,7.71,6.25,7.92,17.33,7.81,0,.,.,.,.,.,.,.,.
20250210 _161623,45698.6780485648,1739204183.39664,00:00:00,25.01,25.01,25,25,25,24.97,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.05,6.16,7.76,6.12,7.95,-1.68,8.3,0,.,.,.,.,.,.,.,.
20250210 _161624,45698.6780602893,1739204184.40934,00:00:00,25,24.99,24.99,25,25,25.23,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.1,6.68,7.91,6.11,8.83,-1.27,8.49,0,.,.,.,.,.,.,.,.
20250210 _161625,45698.6780719097,1739204185.41315,00:00:00,25,24.99,24.99,25,25.01,25.08,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.91,5.44,7.94,6.1,7.84,11.41,6.46,0,.,.,.,.,.,.,.,.
20250210 _161626,45698.6780835301,1739204186.41775,00:00:00,25,25.01,25.01,25,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.84,6.24,7.64,4.97,7.86,17.45,7.83,0,.,.,.,.,.,.,.,.
20250210 _161627,45698.6780953009,1739204187.43437,00:00:00,25.01,25.01,25.01,25,24.98,24.97,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.93,6.26,8.7,5.99,8.19,-1.81,9.84,0,.,.,.,.,.,.,.,.
20250210 _161628,45698.6781069097,1739204188.43747,00:00:00,25.01,24.99,25,25,24.98,25.23,24.98,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.95,6.73,7.69,5.96,8.28,0.44,10.21,0,.,.,.,.,.,.,.,.
20250210 _161629,45698.6781185532,1739204189.44386,00:00:00,25,25,25,25.01,25,25,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.41,6.54,7.78,5.85,8,15.61,8.09,0,.,.,.,.,.,.,.,.
20250210 _161630,45698.6781302431,1739204190.45387,00:00:00,24.99,25.02,25,25,25.01,24.79,25.02,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.25,4.83,8.91,5.89,7.85,17.03,7.72,0,.,.,.,.,.,.,.,.
20250210 _161631,45698.6781418403,1739204191.45598,00:00:00,25,25.01,24.99,24.99,25,24.96,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.95,6.12,7.87,6.19,7.93,0.71,9.57,0,.,.,.,.,.,.,.,.
20250210 _161632,45698.6781535301,1739204192.46577,00:00:00,25,24.99,24.99,24.98,24.99,25.22,24.98,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.07,6.66,7.98,6.35,8.2,-1.15,8.49,0,.,.,.,.,.,.,.,.
20250210 _161633,45698.6781651157,1739204193.46623,00:00:00,25.01,24.99,25,25.01,25,25,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.88,6.56,7.79,6.01,8.05,17.25,6.62,0,.,.,.,.,.,.,.,.
20250210 _161634,45698.6781767361,1739204194.4705,00:00:00,25,25.01,25.01,25.01,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.01,6.29,7.53,5.81,7.98,17.2,7.82,0,.,.,.,.,.,.,.,.
20250210 _161635,45698.6781883796,1739204195.47644,00:00:00,24.99,25,25.01,25,25,24.95,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.24,6.34,8.74,5.98,7.96,0.48,7.84,0,.,.,.,.,.,.,.,.
20250210 _161636,45698.6782000231,1739204196.48236,00:00:00,24.99,24.99,25,24.99,25.01,25.22,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.29,6.63,7.75,6.25,6.98,-1.17,8.36,0,.,.,.,.,.,.,.,.
20250210 _161637,45698.6782116898,1739204197.49049,00:00:00,25,25,25,25,25.01,25,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.08,6.5,7.68,5.09,7.77,15.51,8.34,0,.,.,.,.,.,.,.,.
20250210 _161638,45698.6782234028,1739204198.50239,00:00:00,25.01,25.01,25,25,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.88,5.08,7.67,4.94,7.92,14.15,7.8,0,.,.,.,.,.,.,.,.
20250210 _161639,45698.6782350116,1739204199.50574,00:00:00,25,25,24.99,25,24.99,24.95,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7,6.38,7.83,6.07,8.13,2.84,7.73,0,.,.,.,.,.,.,.,.
20250210 _161640,45698.6782466204,1739204200.50834,00:00:00,24.99,25,24.99,25,24.99,25.22,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.24,6.36,9.08,6.06,8.2,-0.96,8.23,0,.,.,.,.,.,.,.,.
20250210 _161641,45698.6782582639,1739204201.51405,00:00:00,24.99,25.01,25,25.01,25,25.01,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.28,4.93,7.76,5.88,8.04,15.06,8.42,0,.,.,.,.,.,.,.,.
20250210 _161642,45698.6782701736,1739204202.54327,00:00:00,25.01,25,25.01,25.01,25,24.77,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.07,6.36,7.57,5.83,7.97,14.24,7.91,0,.,.,.,.,.,.,.,.
20250210 _161643,45698.6782818287,1739204203.55079,00:00:00,25.01,24.99,25,24.99,25,25.05,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.63,7.99,7.68,6.12,7.95,-1.92,7.83,0,.,.,.,.,.,.,.,.
20250210 _161644,45698.6782934606,1739204204.55539,00:00:00,25,24.99,25,24.98,25.01,25.23,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7,6.67,7.75,6.32,7.87,-1.23,8.24,0,.,.,.,.,.,.,.,.
20250210 _161645,45698.6783051389,1739204205.56449,00:00:00,24.99,25.01,25,25,25.01,25.02,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.16,5.02,7.76,5.03,7.83,14.71,8.3,0,.,.,.,.,.,.,.,.
20250210 _161646,45698.6783167708,1739204206.56945,00:00:00,24.99,25.01,25,25.01,25,24.77,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.27,6.24,7.78,5.89,8.89,14.1,8.02,0,.,.,.,.,.,.,.,.
20250210 _161647,45698.6783284144,1739204207.57533,00:00:00,25.01,24.99,24.99,25,24.98,25.03,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.71,6.6,7.95,5.93,8.23,-3.48,7.85,0,.,.,.,.,.,.,.,.
20250210 _161648,45698.6783401157,1739204208.58684,00:00:00,25.01,24.99,24.99,24.99,24.99,25.21,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.94,6.59,8.01,6.17,8.24,2.38,8.15,0,.,.,.,.,.,.,.,.
20250210 _161649,45698.6783517477,1739204209.59172,00:00:00,25,25.01,25,24.99,25,25.02,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.99,6.23,6.68,6.2,7.12,13.04,8.28,0,.,.,.,.,.,.,.,.
20250210 _161650,45698.6783633218,1739204210.59153,00:00:00,24.99,25.01,25.02,25,25.01,24.77,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.22,6.14,7.53,5.98,7.85,14.16,6.34,0,.,.,.,.,.,.,.,.
20250210 _161651,45698.6783749653,1739204211.59768,00:00:00,24.99,24.99,25.01,25,25,25.02,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.26,6.66,7.61,6.03,8,-1.14,7.95,0,.,.,.,.,.,.,.,.
20250210 _161652,45698.6783865509,1739204212.59841,00:00:00,25,24.99,24.99,25,24.99,25.22,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.13,6.68,7.84,6.02,8.15,0.52,9.89,0,.,.,.,.,.,.,.,.
20250210 _161653,45698.6783983912,1739204213.62125,00:00:00,25.01,25.01,25,25,25,25.03,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.97,6.34,6.67,5.93,8.03,14.77,8.29,0,.,.,.,.,.,.,.,.
20250210 _161654,45698.6784100579,1739204214.62933,00:00:00,25.01,25.01,24.99,25,25.01,24.78,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.92,7.4,9,5.89,7.88,15.97,8.11,0,.,.,.,.,.,.,.,.
20250210 _161655,45698.6784217593,1739204215.64046,00:00:00,25,24.99,24.99,25,25,25.02,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.13,7.81,8.07,6.03,7.91,-1.12,7.85,0,.,.,.,.,.,.,.,.
20250210 _161656,45698.6784334259,1739204216.64803,00:00:00,24.98,24.99,25,24.99,25,25.21,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.08,6.75,6.69,6.22,8.04,2.71,9.89,0,.,.,.,.,.,.,.,.
20250210 _161657,45698.6784451273,1739204217.65942,00:00:00,25,25.02,25.01,25,25,24.93,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.23,4.92,7.56,6.12,7.92,17.58,6.66,0,.,.,.,.,.,.,.,.
20250210 _161658,45698.678456956,1739204218.68166,00:00:00,25.01,25.02,25.01,25,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.74,6.07,7.58,6.05,7.91,14.22,8.02,0,.,.,.,.,.,.,.,.
20250210 _161659,45698.678468588,1739204219.68634,00:00:00,25.01,24.99,25,25,25,25.03,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.96,6.57,7.79,6.13,7.89,-1.84,7.87,0,.,.,.,.,.,.,.,.
20250210 _161700,45698.6784803241,1739204220.70026,00:00:00,25,24.99,24.99,25,25,25.22,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,6.75,7.89,6.07,7.88,2.2,8.15,0,.,.,.,.,.,.,.,.
20250210 _161701,45698.6784919329,1739204221.70331,00:00:00,24.99,25.01,25,25,25.01,24.95,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.3,6.34,7.76,4.93,6.89,17.16,8.29,0,.,.,.,.,.,.,.,.
20250210 _161702,45698.6785035185,1739204222.70458,00:00:00,25,25.01,25.01,25,24.99,24.78,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,6.19,7.58,7.1,8.04,12.33,8.11,0,.,.,.,.,.,.,.,.
