time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_C0,Current_temp_C1,Current_temp_C2,Current_temp_C3,Current_temp_C4,Current_temp_C5,Current_temp_C6,Current_temp_C7_Ableiterplus,Target_temp_C0,Target_temp_C1,Target_temp_C2,Target_temp_C3,Target_temp_C4,Target_temp_C5,Target_temp_C6,Target_temp_C7_Ableiterplus,kp_C0,kp_C1,kp_C2,kp_C3,kp_C4,kp_C5,kp_C6,kp_C7_Ableiterplus,ki_C0,ki_C1,ki_C2,ki_C3,ki_C4,ki_C5,ki_C6,ki_C7_Ableiterplus,kd_C0,kd_C1,kd_C2,kd_C3,kd_C4,kd_C5,kd_C6,kd_C7_Ableiterplus,Output_C0,Output_C1,Output_C2,Output_C3,Output_C4,Output_C5,Output_C6,Output_C7_Ableiterplus,BaSyTec Line.Loop_C0,BaSyTec Line.Loop_C1,BaSyTec Line.Loop_C2,BaSyTec Line.Loop_C3,BaSyTec Line.Loop_C4,BaSyTec Line.Loop_C5,BaSyTec Line.Loop_C6,BaSyTec Line.Loop_C7_Ableiterplus
20250210 _143926,45698.610728669,1739198366.95781,00:00:00,24.99,25,25,25.01,25,25,24.99,25.09,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.61,10.79,12.47,10.85,10.83,10.45,12.62,-10.77,.,.,.,.,.,.,.,.
20250210 _143927,45698.6107403704,1739198367.9686,00:00:00,25.01,25,25,25,25,25,24.99,25.07,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,8.32,10.79,10.92,11.04,10.85,10.45,11.29,3.89,.,.,.,.,.,.,.,.
20250210 _143928,45698.6107521065,1739198368.98251,00:00:00,25.01,25,24.99,24.99,25,25,25,24.92,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.09,10.68,11.07,11.17,10.86,12.24,11.24,25.88,.,.,.,.,.,.,.,.
20250210 _143929,45698.6107637963,1739198369.99266,00:00:00,25,25,25,25,24.99,25,24.99,24.92,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.29,10.65,9.24,11.11,10.99,12.26,11.32,13.01,.,.,.,.,.,.,.,.
20250210 _143931,45698.610775544,1739198371.00727,00:00:00,24.99,25,25.01,25,25,25,24.99,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.54,10.63,10.78,11,10.9,10.47,11.34,19.62,.,.,.,.,.,.,.,.
20250210 _143932,45698.6107872454,1739198372.01855,00:00:00,24.99,25,25.01,25.01,25,25,24.99,25.05,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.73,10.59,10.74,10.73,10.91,10.35,11.36,-8.65,.,.,.,.,.,.,.,.
20250210 _143933,45698.6107990741,1739198373.04034,00:00:00,25,25,25,25,25,25,24.99,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.53,10.8,10.95,10.9,10.92,10.44,11.37,-3.54,.,.,.,.,.,.,.,.
20250210 _143934,45698.610810787,1739198374.0522,00:00:00,25.01,24.99,25,24.99,25,25,24.99,24.94,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.13,10.96,10.98,11.26,10.93,10.43,11.39,25.2,.,.,.,.,.,.,.,.
20250210 _143935,45698.6108224653,1739198375.06183,00:00:00,25,25,25,24.99,24.99,25,24.99,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.18,9.15,10.88,11.32,11.07,10.44,10.05,18.06,.,.,.,.,.,.,.,.
20250210 _143936,45698.6108341782,1739198376.07347,00:00:00,24.99,25,25,25,25,25,24.99,25.05,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.55,10.82,10.98,11.14,10.87,10.44,11.44,-7.59,.,.,.,.,.,.,.,.
20250210 _143937,45698.610845787,1739198377.07663,00:00:00,24.99,25,25,25.01,25.01,25,24.99,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.87,10.81,10.99,10.92,10.73,12.12,11.45,-4.36,.,.,.,.,.,.,.,.
20250210 _143938,45698.6108575,1739198378.0886,00:00:00,24.99,25,24.99,25.01,25.01,25,25,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.68,10.8,11.14,10.88,10.68,8.75,11.33,-7.05,.,.,.,.,.,.,.,.
20250210 _143939,45698.6108692014,1739198379.09964,00:00:00,25.01,25,25,25,25,25,25.01,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.18,10.8,10.97,10.95,10.88,10.55,11.19,20.32,.,.,.,.,.,.,.,.
20250210 _143940,45698.6108809375,1739198380.11373,00:00:00,25.01,25,25.01,24.99,25,25,25.01,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,12.06,10.8,9.09,11.19,10.89,10.57,11.16,23.67,.,.,.,.,.,.,.,.
20250210 _143941,45698.6108926273,1739198381.1237,00:00:00,25,25,25.01,24.99,25,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,12.37,10.67,10.79,11.24,10.78,10.47,12.63,-1.23,.,.,.,.,.,.,.,.
20250210 _143942,45698.6109043056,1739198382.13247,00:00:00,24.99,25,25,25,25,25,25.01,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.69,10.64,10.87,11.03,10.76,8.79,9.82,-2.26,.,.,.,.,.,.,.,.
20250210 _143943,45698.6109159028,1739198383.13472,00:00:00,24.99,25,25,25.01,25,25,25,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.77,10.6,10.99,10.89,10.88,10.58,12.61,-6.84,.,.,.,.,.,.,.,.
20250210 _143944,45698.6109275579,1739198384.14118,00:00:00,25,25,24.99,25.01,25,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.44,10.69,11.12,10.84,10.89,10.49,11.23,18.28,.,.,.,.,.,.,.,.
20250210 _143945,45698.6109392824,1739198385.15456,00:00:00,25.01,24.99,24.99,25,25,25,25,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.02,10.93,11.16,11.04,12.58,10.49,11.23,19.81,.,.,.,.,.,.,.,.
20250210 _143946,45698.6109509375,1739198386.16135,00:00:00,25.01,24.99,25,24.99,25,25,25,25.02,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.04,10.99,10.99,11.18,10.89,10.48,11.22,-2.55,.,.,.,.,.,.,.,.
20250210 _143947,45698.6109626505,1739198387.17311,00:00:00,24.99,25,25.01,25,25,25,25,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.51,10.8,10.86,11.11,10.9,10.48,12.65,-3.52,.,.,.,.,.,.,.,.
20250210 _143948,45698.6109745139,1739198388.19882,00:00:00,24.99,25,25.01,25.01,25,25,25,24.97,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.84,10.68,10.81,10.88,10.91,12.27,12.64,19.94,.,.,.,.,.,.,.,.
20250210 _143949,45698.61098625,1739198389.21257,00:00:00,24.99,25,25,25.01,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.65,10.77,12.67,10.84,10.92,8.81,9.85,19,.,.,.,.,.,.,.,.
20250210 _143950,45698.6109979977,1739198390.2278,00:00:00,25.01,25,24.99,25,25,25,25,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.28,10.75,11.03,11.03,10.8,10.49,11.22,23.04,.,.,.,.,.,.,.,.
20250210 _143951,45698.6110095718,1739198391.22788,00:00:00,25.01,25,25,24.99,25,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,12.03,10.74,11.07,11.17,10.78,10.36,11.22,-4.2,.,.,.,.,.,.,.,.
20250210 _143952,45698.6110212037,1739198392.23252,00:00:00,25,25,25,25,25,25,25,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.26,10.6,10.97,11.1,10.77,10.45,11.21,-1.55,.,.,.,.,.,.,.,.
20250210 _143953,45698.6110329167,1739198393.24436,00:00:00,24.99,25,25.01,25.01,25,25,25,24.94,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.66,12.56,10.83,10.86,10.75,10.44,11.21,25.6,.,.,.,.,.,.,.,.
20250210 _143954,45698.6110445023,1739198394.24547,00:00:00,24.99,24.99,25,25.01,25,25,25,24.98,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,8.63,10.93,10.92,10.82,10.73,10.44,11.2,19.84,.,.,.,.,.,.,.,.
20250210 _143955,45698.6110562037,1739198395.25638,00:00:00,25,24.99,25,25,25,25,25,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.38,10.98,11.03,11.01,12.52,10.43,9.84,17.79,.,.,.,.,.,.,.,.
20250210 _143956,45698.6110678819,1739198396.26587,00:00:00,25.01,25,25,24.99,25,25,25,25.03,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.22,9.04,11.07,11.26,10.71,10.44,11.27,-3.46,.,.,.,.,.,.,.,.
20250210 _143957,45698.6110795602,1739198397.27472,00:00:00,25,25,25.01,24.99,25,25,25,25.09,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.3,10.68,10.86,11.22,10.69,10.44,11.28,-0.34,.,.,.,.,.,.,.,.
20250210 _143958,45698.6110911574,1739198398.27635,00:00:00,24.99,25,25.01,25,25,25,25,24.96,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.56,10.78,10.7,11.14,10.81,10.44,11.28,20.65,.,.,.,.,.,.,.,.
20250210 _143959,45698.6111028819,1739198399.28933,00:00:00,24.99,25,25,25,25,25,25,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.76,10.66,10.87,12.73,9.01,10.43,11.22,15.73,.,.,.,.,.,.,.,.
20250210 _144000,45698.6111145833,1739198400.30091,00:00:00,25,25,25,25.01,25,25,25,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.54,10.64,10.98,10.87,10.82,10.43,11.22,22.51,.,.,.,.,.,.,.,.
20250210 _144001,45698.6111261921,1739198401.3033,00:00:00,25.01,25.01,25,25,25,25,25,25.04,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.14,10.48,11.01,10.94,10.83,10.42,11.29,-4.07,.,.,.,.,.,.,.,.
20250210 _144002,45698.6111380093,1739198402.32461,00:00:00,25.01,25,25,24.99,25,25,25,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.18,10.66,11.04,12.91,10.85,10.42,11.3,0.82,.,.,.,.,.,.,.,.
20250210 _144003,45698.6111497569,1739198403.33936,00:00:00,24.99,24.99,25,24.99,25,25,25,24.96,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,12.46,12.64,11.06,11.21,10.86,10.42,11.24,20.28,.,.,.,.,.,.,.,.
20250210 _144004,45698.6111614931,1739198404.35391,00:00:00,24.99,25,25.01,25,25,25,25,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.69,9.06,9.08,10.99,10.75,10.41,11.23,17.38,.,.,.,.,.,.,.,.
20250210 _144005,45698.6111732407,1739198405.36875,00:00:00,25,25,25.01,25.01,25,25,25,25.04,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,8.56,10.72,10.66,9,10.86,10.41,11.23,-5.41,.,.,.,.,.,.,.,.
20250210 _144006,45698.6111848148,1739198406.36874,00:00:00,25.01,25,25,25.01,25,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.25,10.6,12.49,9.06,10.86,10.4,11.22,-2.48,.,.,.,.,.,.,.,.
20250210 _144007,45698.6111965278,1739198407.38008,00:00:00,25.01,25,25,24.99,25,25,25,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.06,10.68,10.94,11.12,10.76,10.4,11.22,-6.6,.,.,.,.,.,.,.,.
20250210 _144008,45698.6112082292,1739198408.3912,00:00:00,25,24.99,25,24.99,25,25,25,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.25,10.91,10.96,13.02,10.87,10.38,11.21,18.33,.,.,.,.,.,.,.,.
20250210 _144009,45698.6112198495,1739198409.39512,00:00:00,24.99,24.99,24.99,25,25,25,25,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.64,10.96,12.74,11.1,10.76,10.37,11.21,22.2,.,.,.,.,.,.,.,.
20250210 _144010,45698.6112315625,1739198410.40743,00:00:00,24.99,25,24.99,25.01,25,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.59,10.77,11.12,10.87,10.74,10.37,11.2,-2.52,.,.,.,.,.,.,.,.
20250210 _144011,45698.6112432639,1739198411.41845,00:00:00,25,25,25,25.01,25,25,25,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.36,10.64,11.04,10.7,10.72,10.25,11.2,-4.93,.,.,.,.,.,.,.,.
20250210 _144012,45698.6112549769,1739198412.43071,00:00:00,25.01,25,25.01,25,25,25,25,25.12,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.21,10.73,10.82,10.88,10.71,10.23,11.2,-5.97,.,.,.,.,.,.,.,.
20250210 _144013,45698.6112667245,1739198413.44509,00:00:00,25,25,25.01,24.99,25.01,25,25,25.02,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.29,8.87,10.54,11.12,10.57,10.33,11.19,12.54,.,.,.,.,.,.,.,.
20250210 _144014,45698.6112784606,1739198414.45916,00:00:00,24.99,25,25.01,24.99,25,25,25.01,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.54,10.71,10.67,11.16,12.46,10.22,9.76,22.04,.,.,.,.,.,.,.,.
20250210 _144015,45698.6112900694,1739198415.4623,00:00:00,24.99,25,24.99,25,24.99,25,25,24.98,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.6,10.71,11.01,10.95,10.89,10.3,11.18,3.42,.,.,.,.,.,.,.,.
20250210 _144016,45698.6113017361,1739198416.47096,00:00:00,25,25,24.99,25.01,25,24.99,25,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.38,10.59,9.43,10.68,10.81,10.53,11.17,-7.44,.,.,.,.,.,.,.,.
20250210 _144017,45698.6113134606,1739198417.48391,00:00:00,25.01,25,25,25,25,24.99,25,25.02,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.24,10.56,10.9,10.86,10.7,10.59,11.16,11.17,.,.,.,.,.,.,.,.
20250210 _144018,45698.6113251042,1739198418.48996,00:00:00,25,25,25.01,25,25,25,25,25.06,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,12.28,10.65,10.78,10.96,10.79,10.51,11.16,4.29,.,.,.,.,.,.,.,.
